Sentiment,SentimentText
1,"The musical memorabilia collection is second to none, great gift shop, with a huge restaurant, can only imagine how cool the place would be if you made it there when there is a live act on the stage."
1,"We had a superb Lunch at Hard Rock Newyork. Service was great by Ms Vivien, food was delicous.. Very good energy at the place!! Thank you guys, hope to see you soon"
1,We went to Hard Rock Cafe for some drinks! Waiter was really good! There was lots of displays which was interesting!
1,"Our visit to the Hard rock cafe in New York, is probably the best visit that we have expirenced ever. The host was great, the food tasted amazing:) Louise and Marco Denmark"
1,Wow service here is top notch. Had great food extra large servings so if theres one thing order only hal as you will be amazed at how big the servings are.
1,Waiter was very good and made sure all was satisfactory. We ordered a club sandwich and ribs. Enjoyed it.
1,"Came here July 4th, love the atmosphere. Not too loud at all. Great food and service. ALOT to see. Great rock n roll history here. It's the 2nd time for me here. I come every time."
1,As usuall the first evening in New York we enjoy our dinner at the Hard Rock Cafe. Service and food were great. Thanks again!
1,"Gorgeous venue! Really big and spacious, entrance shop & restaurant! Lovely staff, great food as always!"
1,This is one of the better Hard Rock Cafes. Try the appetizer sampler. It's out of this world and would serve as a lunch for four. Exceptional value for this area.
1,"Popped in here for cocktails, they were very pricey but a great atmosphere and the staff were lovely. Service was very quick and the cocktails were lovely."
1,We loved it there! We got souvenir s and some great drinks ! My son got a virgin daiquiri and we got the glass to take home!
1,My wife and l like to view hard rock cafes at every place we travel. We have been to 17 different ones. It was awesome always an enjoyment.
1,The food was very good with great entertainment. It's very popular for parties. You have to book in advance a table.
1,"Great spot, Excellent Service, Cheap Beer and the BEST Nachos's going!! Great to get out of the busy streets!! offered Gluten Free as well!!"
1,"As its Hard Rock you have to visit! Service is brilliant as are most places in NYC but make sure you tip! Food was great and the whole interior looked, felt nice!"
1,Food and drinks were wonderful. Our waitress was the best. We had such a great conversation with her. She gave us great advice on places to visit and how to get there. Highly recommended visiting.
1,Love this place!! The food is absolutely wonderful and the staff is perfectly crazy))) will recommend this place for all of my friends
1,I have visited a number of HRC across the world and this one was one of the best. Usual good food and selection of drinks and a massive collection of significant memorabilia.
1,"The service, The food, the atmosphere were all fab. Will happily come back again and recommend to others happily."
1,"Excellent food reasonable prices and good serving staff , great atmospere with some good memerabelia"
1,"Went there with family on a very busy Easter Sunday. Had to wait around 20mins for a table but it was well worth the wait. Food was excellent, cocktails were great and atmosphere fantastic. Waiters, especially Brian, were excellent."
1,Very cool to see the CBGB wall in the display case. The food was good. The staff was friendly. Very entertaining meal.
1,Beers and natchos. You can't beat it! Easy laid back vibe and great service. Sitting at the bar and meeting new people from all around the world. Great night out!
1,This Hard Rock Café is a must see if you are visiting New York. The food is great and the service is always fast and friendly. While you are waiting you can listen to good music and check out the memorabilia.
1,The hard Rock Cafe is a must place to go for visitors coming to New .York.city for the first time the food there is well prepared to customer satisfaction and the in side is decoratrf
1,We tried to visit two other restaurants before settling on the Hard Rock and so glad we did. Hakiem waited on us and was such a pleasure to meet and talk with. We had a great time and left with stories and pictures.
1,Well worth the visit. The memorabilia on show is worth seeing alone and for music fans this is a must visit. We had burger meals which were good albeit a bit more expensive than your average burger restaurant but worth it for the venue.
1,"You usually can't go wrong going to a hard rock cafe. You know the selection of food they have is decent no matter which one you go to. Always good music playing, good service, and lots of memorabilia to enjoy."
1,"Always love coming to hard rocks, the staff is always outgoing the food was good, can never go wrong with mac and cheese. Love the NYC hard rock the memorabilia is amazing"
1,Good service. Good atmosphere. Yummy food. Hasn't quite got the quirkiness of some other Hard Rock Cafes. We went mid-afternoon - no queues!!
1,"Came here once we unpacked, just what we needed after the flight! Staff really friendly too! Amazing!"
1,Excellent place to enjoy good music and food...I hope to come back soon...the burgers are amazing and brownie with ice cream should be always the dessert
1,After visiting time square 👍Had too take in hard rock aswell just for atmosphere & great meal Waitress coudnt do enough for us & id highly recommend visiting here
1,"As a teen fron the 60's...this place rocks....the music is loud, the atmosphere is giddy and the memorabelia outstanding. Food was good...wai staff helpful...fun, fun place to visit"
1,Absolutely love this place. The cocktails are amazing. The food is great. The staff are friendly and always happy to be there. The music always keeps you singing!
1,We had a fully lovely evening from entry to staff service the food the atmosphere and overall good. Only down side is a bit pricey
1,"The decor and atmosphere matched the food for me. The waitress was brilliant, very happy and helpful. We wanted to kill a few hours so took our time between courses and this didn't pose any problems. Great food, not posh though."
1,This place was amazing the food perfect the staff was freindly and couldn't do anymore to help. Also good to look at all the cool things there.the shop had good merchandise at good prices will be going back
1,Loved this hotel. Huge variety of cuisine. Good food and drinks. Loved the picture taken with guitar. Thanks guys... This restaurant is located in famous Times Square of New York City.
1,We visit lots of HRC and have membership so we had a reward of entree for free. We both had the Fajitas which are delicious but a lot of food.
1,Food here was great matched by the service. The bbq pork burger was great as were the.nachos. loved the experience.
1,"We arrived, got what we intended, paid and left, quick easy pleasant and not too expensive. When there's so much to see there's no time for eating haha"
1,Visited twice during our 4 night stay as hotel is close to Times Square. Can be expensive but go early and you then do not have to queue for a seat
1,"Visited this branch on our recent visit. Bigger louder and busier than other recent visits Best service of any of the recent branches we have visited our server was amazing...so friendly and food and drinks were prompt, hot and tasty"
1,"I have been to six Hard Rocks and this is by far the best. While crowded, as expected, they were efficient in getting patrons in and out. The food was outstanding and better than you would expect. Well kept and clean setting."
1,"Had a really lovely meal, staff were excellent & professional & didn’t wait long for the table or the food to arrive."
1,Great food and great service. Went on Friday night and didn't have to wait for a seat. Great atmosphere and good music on. $15 for a beer but you get to keep the glass!
1,"I like Hard Rock Cafe all over the world, so the visit was great again. Good burgers, Long Island Ice Tea and service."
1,"How could a rock fan be in New York and not visit the HRC?! For us, it was a dream come true to see the all the displays in person. That was food enough for our souls!"
1,Great menu with a good choice of dishes. Reasonably priced for New York. Great service. Lots of memorabilia and of course the Hard Rock shop.
1,Excellent evening atmosphere brilliant Service excellent as experienced in other restaurants food and drinks expensive but as we soon found out that's New York
1,Perfectly located HRC in New York. Amazing interiors and like everywhere perfect burgers. Staff bery friendly. So it is great place for burgers and some drinks.
1,We always hit a hard rock when we are away this trip was no exception. Plenty to drink and eat whilst listening to good music. We had to sit at the bar as it was so busy. But well worth it.
1,"When it is about Hard Rock, is always a good idea and even better when it’s situated in New York! We had an awesome time there, full of amazing music and delicious food. Can’t wait to come back!"
1,"We had a great evening at this restaurant celebrating Mum’s 50th Birthday. There was 12 of us and our waitress Amanda was so lovely and friendly and provided a faultless service, so thank you Amanda :)"
1,"Great service, Great food. Didnt have to wait long for our table and we went on a friday night at 5pm. Drinks were great. Our waitress was amazing. food was delicous."
1,"This place really transports you to your own world of rock and roll, take me back anytime. This is such a tourist trap, but they are a quality restaurant despite"
1,"HRC is one of my favorite places. This location provided great food, great service and is nicely located. Waiting time was over an hour but the experience compensated the waiting time."
1,had food here on a very busy saturday evening in september. Got seated alot quicker than we got told which was a bonus. The food was very good also.
1,"We stopped in for a brew and nachos and rest. Place was fun, great service. Great nachos. Gift shop is spectacular, bought alot of shirts, and stuff. Went back again. Gift shop staff were fun and attentive."
1,Greta food and overall awesome experience at the New York hard rock. This is a very busy hard rock and although had to wait to sit down it was well worth the wait
1,"You can shop very nice original products manufactured for ""Hard Rock Cafe"".Very crowd shop but you can find everything you want.Nice to watch,nice to shop."
1,"A HRC rarely disappoints me. This is one of the greatest I have been. Great memorabilia, plus they serve my favorite bbq chicken wings in the whole world."
1,We had a lovely meal here we waited about 25 minutes to be seated. We were served by Monica who was lovely she explain the menu and was really on the ball with serving everyone. The pull pork burger is highly recommended.
1,"I visited Hard Rock Cafe NYC on my birthday so it good music, reasonable price. I will come again. Let come and enjoy"
1,"Called in for lunch, friendly, efficient and professional staff, speedy service with a smile, comfortable seating and excellent food."
1,"Great service. Wonderful food! Out of town family sightseeing in the city. Great place for lunch, staff even led a chorus of Happy Birthday and brought out a ""Birthday Sundae""."
1,"We visited Hard Rock Cafe in January so it was not very chaotic. Very good music ,the staff was very friendly and attentive, very good variety of drinks. Worth the visit 10000%,Would come again for sure!!!!!!!!!!!"
1,"Always good come back in a great place... After some time, I went back to Hard Rock Cafe NYC, wonderful place with best burgger and great services... Go there and enjoy"
1,As always with hard rocks - great service and food - couldn't fault - didn't book but turned up and advised needed to wait for table but was only short time - great staff
1,The food is great and the waiters are terrific. Prices are great too! Our family choices ranged from salmon to steak to fajitas to burgers.
1,"This Hard Rock Café is just huge with the most amazing collection of memorabilia that we have ever seen. Add to that great food and good service with fair prices, what else would you need?"
1,This is a very busy multi level restaurant. We were greeted in a timely fashion and seated after a very short wait. The meal was nicely served and pleantyful. Reasonably priced for New York.
1,"Resturant lived up to the good reputations that HRCs have - staff were engaging and delightful. The food was of a good standard, with interesting options available to order. Well worth the visit, looking forward to the next one!"
1,"We stopped in the Hard Rock Cafe gift shop for some souvenirs while visiting NYC. We didn't eat the food here, so I can't comment on it. We did, however, buy merchandise and the folks working in the gift shop were friendly and helpful."
1,We stopped here with two young kids after visiting Times Square and it was a perfect little hideout with food the kids loved. Definitely a great stop to get out of the heat.
1,"Great food, excellent atmosphere, very busy but the that added to the vibe. The service was good considering how busy it was. The fact it was in time square was a bonus. Another hard rock ticket off the list 👌"
1,"Hard Rock has a great atmosphere with great food and great service. Our waiter who was called Timothy was fantastic he genuinely made us feel valued and couldn't do enough for us, checking regularly that our food and everything was ok."
1,"OMG if you go to Time Square you have to go to Hard Rock the food was amazing the atmosphere was super,the staff were excellent a must go to."
1,"Eating here in New York, at Time Square...in this wonderful place...it has been great! Delicious food (special advice for hamburgers and mix of appetizers!!!), beautiful and very very good cocktails, kindness... our favorite place to eat in Manhattan! Try it soon!"
1,"Dropped in for a pint and a break from the sun. The bar is underground and when you are in there it’s perfectly air conditioned, great bar staff were very friendly also"
1,I travel a lot and if there's a HR nearby I'm there. This is a GREAT one! And what a great location in Times Square. Highly recommended!
1,Had a great experience here. The food was 10/10. The service off Delilah was amazing. The atmosphere great. Good music and not over priced compared with the rest of NYC.
1,"Booked here and went in on time , had to have a photo with a guitar before going to restaurant which i'm not sure about , food lovely , staff pleasant and great atmosphere - worth a visit."
1,"Great end to the day on Broadway seeing Chicago and now this.. Atmosphere, drinks, dinner, dessert, all good!!! Highly recommend!"
1,"Great location, very friendly staff, good food, beverages and service. The cheeseburger, fries and Hurricane were really good!"
1,Lovely food reasonable price great atmosphere. Wide range of food to suit all tastes. Huge range of cocktails and drinks
1,"We visited here for some late night food whilst in NYC and enjoyed our experience. The food was great, the portions generous and the staff friendly. Location is also excellent, would go back if in town again."
1,First visit for me. Amazing Hard Rock. Great service. The wall of 300 guitars is fab. Good selection of memorabilia including heavy metal which is quite rare in the other Hard Rocks I’ve been!
1,"The food is reasonable priced for NYC, waiter was very good and pleasant and the Burgers excellent. Very quick service so take some time between ordering your dessert otherwise you will feel that you are being rushed."
1,had a late late dinner at the hard rock...it's always fun and playing great music...food was good...it's fun to go to...
1,"I love this Hard Rock right in Times Square. It does not participate in the Hard Rock Rewards program, but it is still a great place. Love the cauliflower wings."
1,3rd Hard Rock Cafe I’ve visited and service was excellent as always and the food delicious! Would recommend the local legend burger and drinks wise the air Mexico 👍 would advise booking or expect to wait a while for a table!
1,"The menu is not large, but the food is really good, presented very creatively, large portions, very good service. Unfortunately I was so full I couldn't eat desert."
1,Loved our experience at HRC in Times Square. Food came out hot and the staff handled a group of 200+ high school students with ease. DJ had some great tunes playing and the kids had a blast! Loved it...
1,"As per usual, this HRC offers a great variety of good food, attentive staff en good atmosphere. As a frequent HRC visitor I enjoyed my visit here. As always the fajitas here are amazing, as were the burgers."
1,"Good service, Good food, Good atmosphere . . . but book up in advance or be disappointed as the queue can be quote long and you may not get a table."
1,Fab atmosphere fab staff and fab food . Would definitely recommend this place to relax and eat . Worth a vist
1,"Very nice place with a lot of pictures, clothes and guitars mainly of the biggest starts of the world wide music. Fair prices and good american food. I enjoyed so much my lunch there."
1,Staff were friendly and couldn’t do enough to help nothing was too much trouble . Food was amazing and loads of it well price for such a well know restaurant chain . Really enough the time there well worth going .
1,We decided to beat the crowds and had lunch at 11. Restaurant was almost empty but was filling up as we ate. Service was good. Food was very good.
1,"Amazing staff & music, Food was good too, great Location. If you are a smoker, you have to go upstairs on the street to smoke, but staff is helpfull :)"
1,Hard Rock is just so awesome. Service was great and food was just so delicious. Burgers were so tasty! Gift shop is a bit pricey but the clothing looks nice.
1,"Great food, good service and reasonably priced! Can recommend the potato skins for a starter and burger for main, staff were friendly and helpful too"
1,"Live the Hard Rock Cafe. They do the best nachos!!! And this trip, I actually think I had one of the best steaks I have ever had! Great service, great food, great cocktails, slightly overpriced, but you’re paying for the hard rock experience!"
1,"We thought it might be busy so tried to book a table online but none were available, so thought we’d just try our luck and turn up. We were seated straight away, service was excellent, food was great and cocktails very tasty!"
1,"lovely staff, great atmosphere, great food went here first night felt very comfortable, good background music"
1,Lovely food with high quality. Workers very nice and friendly added pictures of food. Not the cheapest but the best burgers in NYC
1,Brought my daughter here. She was performing on Broadway that weekend and entertainment is her blood. Naturally we had to bring her here. She loved it. Good service good food great experience. A must visit when seeing NYC.
1,"Every country we visit me and my boyfriend always make sure we visit a hard rock cafe! New york hard rock cafe has amazing service from all the staff, great atmosphere, overall amazing. Always a pleasure visiting! And will continue to do so!"
1,An obvious place to try in New York the food was good sized. Lil bit expensive but what would one expect for a tourist
1,"The wait was over an hour, but the food was wonderful and the staf were the best I didn't mind waiting because of the customer service that the staf shown me and the food too."
1,Enjoyable family meal whilst sightseeing in NYC. Loved the rock memorabilia. Friendly service but very busy as expected.
1,Lots of products to sell from Hard Rock Cafe items and a great collection of memories items like guitars and stuff. With restaurant (always full)
1,Eat lunchtime. We were sat down immediately in the front window so we had a great view for people watching. The guy that looked after us was excellent. Very cheerful and helpful and the ribs were delicious.
1,"I always seek out Hard Rock Cafe wherever I go the food is always good and I just love the t shirts this time I went for the buffett breakfast and at 19$ it's real value for money,"
1,Considering the size of this restaurant the service was excellent. Can recommend the cocktails too. We had burgers & they were amazing
1,One of the best Hard Rocks. Long wait but efficient service. Good menu as always and a buzzing atmosphere.
1,Decided to eat here before heading off to JFK. Service was prompt and the food was hot and tasty. Portions are very generous. Music could be more rock rather than pop. Hope all goes well for our waitress Romel and her new baby.
1,first place we ate in the big apple. Good burgers and ribs. Good cocktails. on the pricey side but the atmosphere is electric and to be expected in NYC.
1,Very friendly staff and good experience they had some cool items on display which is worth seeing. Service was quick and we didn't have to book.
1,Had a wonderful evening. Tarrie the retail manager was awesome. Very friendly & a great sense of humor. This place is ROCKING!!!!
1,"Amazing food, reasonable prices for a prime spot, really friendly staff. Over the course of a week we found ourselves in here a lot just for drinks etc because the atmosphere is great. Definitely worth the visit."
1,"Delicious food and drink, great atmosphere and faultless service! Will definitely be visiting again!"
1,"We came we ate, we were welcomed, satisfied and had great fun. Who could ask for more! No really it’s honestly that good."
1,"We stopped by for 2 drinks and 2 appetizers one night. At $68, it wasn't exactly cheap...but it was a fun atmosphere and right in the middle of all the action. Noisy but the food was good."
1,"We had great burgers and as good fries as there are on the planet! Excellent! Be sure to wash your hands first, and after--it's a very tactile experience! (They could leave the lettuce out, it just makes things slide around.) Glad to have experienced it!"
1,Service was excellent. Couldn't fault it at all. Our server was always there and making sure we were ok. Food was good. Price is kind of what you expect.
1,Went to this location for a company event and can't wait to go back with my kids. I did not pay for my meal but the ambiance and decor on the wall is well worth the visit even to visit the gift shop..
1,"Ordered the hamburger with cheese,lettuce, onion, BBQ sauce, along with a house salad. They both was delicious and very filling"
1,"Up to the usual Hard Rock Cafe standard. Staff were polite and helpful. In NY? got to have their NY steak, it was lovely washed down with a couple of cocktails, great."
1,"Enjoy a great American Style dinner while listening to music. There are lots of Instruments, mostly electric guitars which belonged to famous rock and roll musicians or singers"
1,very good food and very good ambiance. it is guaranteed that you will have a nice ambiance as well. very satisfied
1,"Great service from Michele! Good good, friendly staff. Burger is great. Apps are good to share with friends."
1,"Inspired on a real french bistro, this NY restaurant is a very nice option when visiting the Union Square area. Their menu is completely French inspired and they execute it quite well."
1,"Nice restuarant ambiance. Food was ok. The butternut squash soup was great. However, ordering a medium cooked burger was more med rare."
1,Large and noisy but excellent beef in a wide menu Good wine list and service. Recommended for a serious meal which avoids a typical steakhouse. Good decor.
1,appreciated the late hours and courtesy the staff gave us despite being one of the last customers after 11 Pm great place to go after Broadway show
1,"Lovely bistro feel and courteous staff overall. A couple of bumps on a recent Sunday night: Menu items not available-no onion soup, how does that happen at a French bistro?-bartender gave 35 dollar bills when changing a hundred.Other than those nuisances, experience was good"
1,We went for lunch and were greeted by an obnoxious receptionist and then seated in a small table without table cloth- The food was very good and the waiters OK- Somehow I was expecting more for the price...
1,We really enjoyed our visit to Boucherie while in New York City. Everything was great and the service was outstanding.
1,"Great wine list. We had a great red wine. And the starters were brilliant. My two friends ordered fish and I ordered a pasta. All 3 of us were a bit disappointed with the mains. But overall, it was a good experience."
1,The food was wonderful and the service (by Sanja) provided a comforting ambiance very rare in fine dining. 10/10 would eat here again
1,Met friends here for Sunday brunch and had a delicious meal. Great service. Excellent location. Recommend the croque madam and crepe suzette.
1,"Great food, staff welcoming, ambience - fun for the neighborhood; numerous choices of types of food; excellent! If in Union Square neighborhood- GO THERE!"
1,"Our table had two steaks, pork chops and a burger - everything was delicious! 10 out of 10 would recommend to any of my friends! Our server Julio was on top of it too. Answered all our questions and made GREAT recommendations."
1,"We had a very nice family lunch at Boucherie. The food was great and the hostess, Jolie, made us feel some comfortable and welcome. We will be back."
1,The wagyu beef steak is really good! And the beef tartare is very good too. Must try. Good service as well #benal
1,"Rustic and fancy, Boucherie does French food a service with their menu and keen servicemen. I have no complaints."
1,A wonderfully priced and a professionally mixed old fashioned in a New York happy hour! I would return here!
1,Very nice setting with real french atmosphere with outside tables too. Very friendly service and excellent quality of food. The meat is of top quality!
1,"This was a nice restaurant, but I don't think it warrants the very high score it receives on tripadvisor. It was fine, but not mind blowing."
1,"Good place, good food near Union Square with a laid back atmosphere. Has something from Paris :-) Ask for Joel!"
1,The menu is replete with French restaurant specialties. I had the rack of lamb which was excellent. The restaurant has both formal and informal sections.
1,Very nice atmosphere in this restaurant. Charming French music in the background. Nice service. I just regret that my hanger steak was covert with an unnecessary sauce and instead of shallots they used onions
1,"Service was not that great. Steak good, but I have had better. Octopus excellent! If I wanted a steakhouse, there are better choices at those prices"
1,"In the terminal, credit cards only, quick bites and drinks Hood place yo give the fert a rest. Good service and atmosphere."
1,"Came to Boucherie to celebrate a friend’s birthday. Tried their asparagus salad and was not disappointed. It was quite crowded and that may have been because it was 7pm. Nonetheless, I would go back!"
1,"Very good service and treatment from our waitress Catalina . Wide selection of meats , friendly service and wise advice when trying to chose ."
1,Good ambiance and service. Food was tasty. Good but I’ve been to better restaurants in NYC. Surprised this is in the TripAdvisor top 10. Reasonable value for money.
1,"Well located, steaks were really good. Wide variety of wines. Service was very nice. Props to Catalina."
1,The rack of lamb was flavorful and juicy! Nice holiday ambiance and staff took good care of us. Special shout out to Catalina for her great service!
1,"Good food - we had lamb, steak, scallops. Good selection wines. Very nice holiday ambiance and good service from Catalina!"
1,"Perfect brunch to celebrate with my family, thank you Catelina for you excellent service. Eggs Benedict was perfect."
1,Went for restaurant week in aug 2018. It was lovely good food and service. The prices were good restaurant week otherwise it is expensive
1,"Great service , brilliant food. Like all NY restaurants European wine at silly high prices. Ravioli best ever tasted . Fab !"
1,The food was great--porterhouse steak for two. Our waitress Catalina was fantastic! Will be back soon!
1,"Upscale French bistro food, particularly steaks and pastas, in a nice environment. The prices are somewhat high for some dishes, but the food quality is good. We particularly enjoyed the Onion Soup, the Ravioli with mushrooms, and the Steak Au Poivre."
1,"We where erved by a wonderful lady her name is Catalina, she made our evening great, she recommend the wine and the appetizer ... just perfect. We will come back again Aysar and Moe"
1,We didn't have a reservation but luckily the hostess was able to find seating for two. The food was delicious...excellent french onion soup and the cassoulet was delightful. Our server Catalina was extremely helpful with our wine selection.
1,"We came to this restaurant because we heard good things about it. They were right. The food is excellent, and our server Catalina was superb . Thank you"
1,"Had a wonderful time with close friends. Catalina was an excellent server and the food was delicious, especially the Dessert!"
1,"Great lunch of charcuterie and fig salads. Our waitress, Catalina, was super helpful. Finished it off with a Glacé Bombe!"
1,"Good food, lovely restaurant space and very helpful waitstaff (thanks Catalina!). Located just up from Union Square so very convenient if one is in the area"
1,"We always enjoy this local restaurant and had a delicious lunch with family from Nebraska today, including the scrumptious profiteroles. Our server Katerina was delightful."
1,"Enjoyed a delicious lunch here. Quiet atmosphere, friendly staff. Catalina was our server and she shared spot on recommendations."
1,The steak was cooked to perfection. The escargot was very generous. The service was outstanding. The drinks were great. The location is beautiful.
1,"We ordered the chateaubriand for two adults and two children - perfect amount of steak for the four of us! The kids enjoyed the berry non-alcoholic drink. The service was fantastic, with incredible patience resetting the table service after a spilled drink."
1,Dusan is amazing. Great mixologist!!!! Order drinks from him! Nice atmosphere. Nice people. Easy going but professional appeal.
1,This place is beautiful!! Highly recommend it for a cocktail! Service is on point! So happy we came here! Definitely coming back!! Food looks good too but didn’t get a chance to order! Will do so next time!!
1,Had a wonderful meal at Boucherie Union Sq. Our server Michele was very attentive and gave us great recommendations for drinks and entrees. Would highly recommend!
1,"Michele was very friendly, and attentive. The food was also amazing. The L’etranger cocktail was delicious!"
1,"Such a lovely ambiance for a group of old friends to enjoy each other’s company with a burger, fries, and espresso martinis."
1,My friends and I had a fabulous evening here. Steak tartare and ribeye was delicious. Michele was a lovely server and we will definitely come back.
1,"Had a wonderful dinner and dessert at Boucherie Union Square. The steak tartare was to die for - by far my favorite thing we ate! Michele was a fantastic waiter, providing top notch service and fabulous banter. Will definitely be back soon. Xx"
1,What a wonderful dining experience! Incredible food and vibes. Michele our server was amazing and gave great recommendations. I can’t wait to come back!
1,"Had excellent service with a meal to match, had the steak with fries and it was great. For dessert we had créeme brûlée and it was delicious. Great spot to go to in nyc"
1,"Wonderful vegan burger, cheese platter and superb service! Beautiful restaurant. Will definitely return."
1,Amazing service and amazing food!!! Will not disappoint! So good everything was amazing! Highly recommend the frites and espresso martinis!
1,"Came for our 15th anniversary and the food was fantastic. Would highly recommend for a special occasion. Wait staff was extraordinary, our server was Michele, he is the best! It reminded us of our trip to Paris."
1,"Went for dinner with a friend, food was great and was impressed with their strict covid protocols. We had the escargot, Coq au vin, and the cod, all of which I recommend. My friend recommends the steak frites as well!"
1,I’ve been to this location and it’s my favorite as Its large and spacious. Food is always great and ambiance is perfect for date night or dinner with friends. Get the steak frites and creme brûlée.
1,Excellent service/Food. Renne was great. Atmosphere was also great and drinks were great as well 10/10
1,Wonderful! Food drinks and dessert were delicious. The venue is beautiful. The staff was great! My friend had a wonderful celebration!
1,"The food is great, also the service, and it’s great to have a nice dinner with friends. I absolutely recommend this place."
1,Best Restaurant in NEW YORK CITY!! Boucherie at Union square have amazing cocktails and food! Service experience is the best you can have. See you soon.
1,Exceptional French cuisine with an increíble menu options. Strongly recommend the onion soup and pâté de campagne for starters. Dinner platters were larger than expected - come with an appetite. Service was exquisite
1,"Food was great, very nice outdoor seating (inside too), nice bar. We had the wagyu steak it was delicious."
1,"A wonderful meal. Chateaubriand - a masterpiece with the sauce, perfectly cooked meat, bone marrow, and vegetables. Chocolate mousse, a delightful cheese, French prosciutto, and hericot verts."
1,Fantastic food. Incredible steak tartar. Delicious meat! Perfect place for food meat lovers. Service friendly and kind. Recommended
1,My friends and I had a wonderful meal. We had three different orders and all were brought on time. The place was very clean. We would go there again.
1,"AMAZING RESTAURANT, the drinks were phenomenal and the service was amazing. Bartender Michelle will treat you right!!!"
1,Excellent restaurant … the food is delicious … fast service and a very good atmosphere … I recommended 100%
1,"Michele !!! such a great host , he really knows what he's doing , other restaurants could learn a lot from him plenty to eat , big portions steak amazing goats cheese amazing whole experience amazing and AWESOME we will return soon !!!!!"
1,"Great service , amazing food , beautiful place. We will comeback soon for an other amazing brunch !!"
1,"We loved the food, the service and the ambiance! Every thing was clean and all wearing masks. Food was wonderful. All four had something different and we each loved it."
1,"It was my first time at Boucherie and it was absolutely amazing! We celebrated my besties birthday and we felt like some fancy gals! We loved our gorgeous serve Michele, he was so sweet and attentive. Definitely recommend!"
1,Amazing food amazing service! Was nice to be out after a year of not enjoying dining out.. come and enjoy the food atmosphere and service
1,My fiancé and I recently moved to Gramercy. This restaurant will definitely be a regular for us! The food was exquisite. We especially need to pay complement to Michele. He made our experience exceptional. We look forward to returning often.
1,We got seated right away and our food was very good. The best part was the service. Michele was very attentive and nice. Thank you!
1,Great food and the best service! Thank you Michele :) We will definitely be coming back. We got a table right away.
1,"Boucherie opened up recently for indoor dining and I was so eager to try! The ambiance, food, and our waiter Michele was fantastic. He was Friendly and attentive, and our food was exceptional. So happy with our experience and will definitely be coming back!"
1,"Great time! I had a few high maintenance guests with me, but Zach was absolutely wonderful and gave us a great time. I loved the COVID precautions that were implemented while dining. WILL DEFINITELY BE BACK!"
1,Coming here with the fam is always valid.Zach was so accommodating and the drinks are A1. All our tables were spaced out and completely covid safe. If you need any drink suggestions zachs your man.
1,"The service was exceptional, me and my girls were well taken care of. Being that it’s Covid, I felt safe, the measures the staff were taking, especially Zach, our server made life feel normal for a while"
1,Excellent service! Michele was fantastic! We had a lovely time! The service was incredible and the waiter was fantastic.
1,Incredible food and wine. We enjoyed the outdoor cabin and Rene was very attentive and professional! He made great suggestions and provided us with great service! The mussels and French onion soup with an incredible glass of Bordeaux was perfect for a chilly winter day!
1,Excellent Restaurant!! The food was amazing and great service. Very clean and warm to eat outside. Highly recommended. Steak was perfectly to term and a variety of wines!! Great!!
1,Had a filet mignon with a California red. The term was excellent. Service was great and very attention to detail.
1,Excellent The food amazing Service great Very clean Warm to eat outside Highly recommended Menu amazing
1,"First time here, food was amazing, outstanding service, all in all very authentic experience worth repeating. The manager checked on us several times, a lot of attention on client satisfaction. Will see those guys again sooner than expected. Big thank you too Bucherie staff!!"
1,"Zack was an amazing server, so attentive and knowledgeable. Delicious drinks and would recommend the Wagyu Burger."
1,I visited Boucherie with some friends and we had a fantastic meal and dining experience. The French onion soup is a must try!
1,The food and atmosphere are amazing! Everything was in proper cdc guidelines and felt completely safe. Aaron our server was fantastic. 10/10 recommend
1,"Here for birthday dinner - Very nice interior, good food, good music, good service! Recommend for good vibes and special occasions"
1,Came here for my friend's birthday dinner and we had a great time. We were seated in a nice quiet area of the restaurant. Our waiter was very attentive and the food was great! I had the wagyu burger.
1,"Came here for a friends birthday when indoor dining was open. The staff was very helpful, everything was by covid regulations, overall very great experience. The wagu truffle burger is very good too. recommend coming here for special days!"
1,Boucherie has done a great job on outdoor dining / indoor reopening — excellent wagyu burger and really nice ambiance. Good place for birthday celebration!
1,"Best food, service and drinks! I felt really safe with COVID and it was definitely a great way to get out safely in the city. Would recommend and will definitely be coming back"
1,"Great food, great drinks, great service! 10/10 recommend for a classy and affordable dinner around union square"
1,"Julio really showed up for us tonight, along with the other attentive and thoughtful staff. I felt safe (Covid and otherwise) and the food was ready specially. Duck confit was A+ — a great experience all around."
1,I had an amazing birthday dinner here in September. Very safe COVID regulations and separate outside booths. The food was delicious and service was just the right amount of attention. Julio was great and very accommodating with how we ordered family style.
1,Amazing dinner after a night out in NYC! Recommend to any locals or visitors. Extensive wine selection and French dishes to drive the pallet bonkers
1,The atmosphere is lovely...plus paired with the most professional service. My steak dinner was phenomenal!
1,Great steak sandwich. Good hygiene during Covid times. Plexiglass dividers provided in between tables for outside seating. Great brunch and steak. Good service.
1,Had a wonderful lunch with friends and family here. Food was great quality and flavorful. Loved everything we were served and the service was amazing❤️
1,Amazing service. Super quick and incredible burger and desserts. Beautiful atmosphere. Would 100% recommend.
1,Such great service. The staff made sure we were taken care of. Delicious food and great atmosphere. Highly recommend if you’re visiting the city during the pandemic!
1,Amazing food and cocktails! We got the squid ink linguini and the rigatoni. Great outdoor dining setup
